month,date,time,user,command,working,non-working,class
Feb,13,22:17:01,heavyfeather-Extensa-2540,CRON[85870]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,13,22:17:01,heavyfeather-Extensa-2540,CRON[85870]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,13,22:30:01,heavyfeather-Extensa-2540,CRON[86586]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,13,22:30:01,heavyfeather-Extensa-2540,CRON[86586]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,13,23:46:06,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,0,1,0
Feb,13,23:46:16,heavyfeather-Extensa-2540,CRON[87650]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,13,23:46:16,heavyfeather-Extensa-2540,CRON[87650]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,14,00:17:01,heavyfeather-Extensa-2540,CRON[88259]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,14,00:17:01,heavyfeather-Extensa-2540,CRON[88259]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,14,00:35:43,heavyfeather-Extensa-2540,systemd-logind[780]: Lid closed.,0,1,0
Feb,14,22:50:03,heavyfeather-Extensa-2540,systemd-logind[780]: Lid opened.,0,1,0
Feb,14,22:50:03,heavyfeather-Extensa-2540,systemd-logind[780]: Power key pressed.,0,1,0
Feb,14,22:50:04,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,0,1,0
Feb,15,01:13:53,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,0,1,0
Feb,15,01:14:21,heavyfeather-Extensa-2540,CRON[88902]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,15,01:14:21,heavyfeather-Extensa-2540,CRON[88902]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,15,01:17:01,heavyfeather-Extensa-2540,CRON[89034]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,15,01:17:01,heavyfeather-Extensa-2540,CRON[89034]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,15,01:42:11,heavyfeather-Extensa-2540,systemd-logind[780]: Lid closed.,0,1,0
Feb,15,14:38:11,heavyfeather-Extensa-2540,systemd-logind[780]: Lid opened.,1,0,0
Feb,15,14:38:12,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,1,0,0
Feb,15,15:17:01,heavyfeather-Extensa-2540,CRON[90536]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,15,15:17:01,heavyfeather-Extensa-2540,CRON[90536]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,15,15:30:01,heavyfeather-Extensa-2540,CRON[91554]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,15,15:30:01,heavyfeather-Extensa-2540,CRON[91554]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,15,16:17:01,heavyfeather-Extensa-2540,CRON[92602]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,15,16:17:01,heavyfeather-Extensa-2540,CRON[92602]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,15,16:30:01,heavyfeather-Extensa-2540,CRON[92684]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,15,16:30:02,heavyfeather-Extensa-2540,CRON[92684]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,15,16:55:38,heavyfeather-Extensa-2540,systemd-logind[780]: Lid closed.,1,0,0
Feb,15,21:46:41,heavyfeather-Extensa-2540,systemd-logind[780]: Lid opened.,0,1,0
Feb,15,21:46:42,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,0,1,0
Feb,15,22:17:01,heavyfeather-Extensa-2540,CRON[93594]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,15,22:17:01,heavyfeather-Extensa-2540,CRON[93594]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,16,00:27:37,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,0,1,0
Feb,16,00:28:31,heavyfeather-Extensa-2540,CRON[94060]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,16,00:28:31,heavyfeather-Extensa-2540,CRON[94060]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,16,00:28:31,heavyfeather-Extensa-2540,CRON[94062]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,16,00:28:31,heavyfeather-Extensa-2540,CRON[94062]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,16,01:17:01,heavyfeather-Extensa-2540,CRON[94630]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,16,01:17:01,heavyfeather-Extensa-2540,CRON[94630]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,16,01:26:51,heavyfeather-Extensa-2540,systemd-logind[780]: Lid closed.,0,1,0
Feb,16,13:39:07,heavyfeather-Extensa-2540,systemd-logind[780]: Lid opened.,1,0,0
Feb,16,13:39:07,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,1,0,0
Feb,16,13:40:08,heavyfeather-Extensa-2540,unix_chkpwd[94910]: password check failed for user (heavyfeather),1,0,0
Feb,16,13:40:09,heavyfeather-Extensa-2540,kcheckpass[94908]: pam_unix(kde:auth): authentication failure  logname= uid=1000 euid=1000 tty=:0 ruser= rhost=  user=heavyfeather,1,0,0
Feb,16,13:40:09,heavyfeather-Extensa-2540,kcheckpass[94908]: Authentication failure for heavyfeather (invoked by uid 1000),1,0,0
Feb,16,13:40:19,heavyfeather-Extensa-2540,unix_chkpwd[94913]: password check failed for user (heavyfeather),1,0,0
Feb,16,13:40:19,heavyfeather-Extensa-2540,kcheckpass[94911]: pam_unix(kde:auth): authentication failure  logname= uid=1000 euid=1000 tty=:0 ruser= rhost=  user=heavyfeather,1,0,0
Feb,16,13:40:19,heavyfeather-Extensa-2540,kcheckpass[94911]: Authentication failure for heavyfeather (invoked by uid 1000),1,0,0
Feb,16,14:17:01,heavyfeather-Extensa-2540,CRON[95534]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,14:17:01,heavyfeather-Extensa-2540,CRON[95534]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,14:30:01,heavyfeather-Extensa-2540,CRON[95832]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,14:30:01,heavyfeather-Extensa-2540,CRON[95832]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,15:17:01,heavyfeather-Extensa-2540,CRON[96128]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,15:17:01,heavyfeather-Extensa-2540,CRON[96128]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,15:30:01,heavyfeather-Extensa-2540,CRON[96267]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,15:30:02,heavyfeather-Extensa-2540,CRON[96267]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,16:17:01,heavyfeather-Extensa-2540,CRON[96867]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,16:17:01,heavyfeather-Extensa-2540,CRON[96867]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,16:30:01,heavyfeather-Extensa-2540,CRON[97234]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,16:30:01,heavyfeather-Extensa-2540,CRON[97234]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,17:17:01,heavyfeather-Extensa-2540,CRON[98138]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,17:17:02,heavyfeather-Extensa-2540,CRON[98138]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,17:30:01,heavyfeather-Extensa-2540,CRON[98253]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,17:30:02,heavyfeather-Extensa-2540,CRON[98253]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,17:50:44,heavyfeather-Extensa-2540,systemd-logind[780]: Lid closed.,1,0,0
Feb,16,18:41:40,heavyfeather-Extensa-2540,systemd-logind[780]: Lid opened.,1,0,0
Feb,16,18:41:40,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,1,0,0
Feb,16,18:41:51,heavyfeather-Extensa-2540,CRON[98640]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,18:41:51,heavyfeather-Extensa-2540,CRON[98640]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,19:17:01,heavyfeather-Extensa-2540,CRON[99126]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,19:17:01,heavyfeather-Extensa-2540,CRON[99126]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,19:30:01,heavyfeather-Extensa-2540,CRON[99275]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,19:30:01,heavyfeather-Extensa-2540,CRON[99275]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,19:53:29,heavyfeather-Extensa-2540,systemd-logind[780]: Lid closed.,1,0,0
Feb,16,20:11:25,heavyfeather-Extensa-2540,systemd-logind[780]: Lid opened.,1,0,0
Feb,16,20:11:26,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,1,0,0
Feb,16,20:17:01,heavyfeather-Extensa-2540,CRON[100175]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,20:17:01,heavyfeather-Extensa-2540,CRON[100175]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,20:30:01,heavyfeather-Extensa-2540,CRON[100464]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,16,20:30:01,heavyfeather-Extensa-2540,CRON[100464]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,16,20:37:26,heavyfeather-Extensa-2540,systemd-logind[780]: Lid closed.,1,0,0
Feb,16,23:32:30,heavyfeather-Extensa-2540,systemd-logind[780]: Lid opened.,0,1,0
Feb,16,23:32:31,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,0,1,0
Feb,16,23:33:01,heavyfeather-Extensa-2540,CRON[101070]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,16,23:33:01,heavyfeather-Extensa-2540,CRON[101070]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,16,23:33:01,heavyfeather-Extensa-2540,CRON[101072]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,16,23:33:01,heavyfeather-Extensa-2540,CRON[101072]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,16,23:33:01,heavyfeather-Extensa-2540,CRON[101074]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,16,23:33:01,heavyfeather-Extensa-2540,CRON[101074]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,16,23:36:55,heavyfeather-Extensa-2540,PackageKit: uid 1000 is trying to obtain org.freedesktop.packagekit.system-sources-refresh auth (only_trusted:0),0,1,0
Feb,16,23:36:55,heavyfeather-Extensa-2540,PackageKit: uid 1000 obtained auth for org.freedesktop.packagekit.system-sources-refresh,0,1,0
Feb,16,23:37:44,heavyfeather-Extensa-2540,PackageKit: uid 1000 is trying to obtain org.freedesktop.packagekit.package-install auth (only_trusted:1),0,1,0
Feb,16,23:37:51,heavyfeather-Extensa-2540,polkitd(authority=local): Operator of unix-session:3 successfully authenticated as unix-user:heavyfeather to gain TEMPORARY authorization for action org.freedesktop.packagekit.package-install for system-bus-name::1.4340 [/usr/bin/plasma-discover] (owned by unix-user:heavyfeather),0,1,0
Feb,16,23:37:51,heavyfeather-Extensa-2540,PackageKit: uid 1000 obtained auth for org.freedesktop.packagekit.package-install,0,1,0
Feb,17,00:17:01,heavyfeather-Extensa-2540,CRON[102650]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,17,00:17:02,heavyfeather-Extensa-2540,CRON[102650]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,17,00:31:50,heavyfeather-Extensa-2540,systemd-logind[780]: Lid closed.,0,1,0
Feb,17,15:15:49,heavyfeather-Extensa-2540,systemd-logind[780]: Lid opened.,1,0,0
Feb,17,15:15:50,heavyfeather-Extensa-2540,systemd-logind[780]: Operation 'sleep' finished.,1,0,0
Feb,17,15:17:01,heavyfeather-Extensa-2540,CRON[103095]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,17,15:17:01,heavyfeather-Extensa-2540,CRON[103095]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,17,15:30:02,heavyfeather-Extensa-2540,CRON[103396]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,17,15:30:02,heavyfeather-Extensa-2540,CRON[103396]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,17,16:05:32,heavyfeather-Extensa-2540,dbus-daemon[749]: [system] Failed to activate service 'org.kde.powerdevil.backlighthelper': timed out (service_start_timeout=25000ms),1,0,0
Feb,17,16:06:54,heavyfeather-Extensa-2540,dbus-daemon[749]: [system] Failed to activate service 'org.kde.powerdevil.backlighthelper': timed out (service_start_timeout=25000ms),1,0,0
Feb,17,16:08:23,heavyfeather-Extensa-2540,dbus-daemon[749]: [system] Failed to activate service 'org.kde.powerdevil.backlighthelper': timed out (service_start_timeout=25000ms),1,0,0
Feb,17,20:57:41,heavyfeather-Extensa-2540,systemd-logind[770]: New seat seat0.,1,0,0
Feb,17,20:57:41,heavyfeather-Extensa-2540,systemd-logind[770]: Watching system buttons on /dev/input/event3 (Power Button),1,0,0
Feb,17,20:57:41,heavyfeather-Extensa-2540,systemd-logind[770]: Watching system buttons on /dev/input/event0 (Lid Switch),1,0,0
Feb,17,20:57:41,heavyfeather-Extensa-2540,systemd-logind[770]: Watching system buttons on /dev/input/event2 (Power Button),1,0,0
Feb,17,20:57:41,heavyfeather-Extensa-2540,systemd-logind[770]: Watching system buttons on /dev/input/event1 (Sleep Button),1,0,0
Feb,17,20:57:41,heavyfeather-Extensa-2540,systemd-logind[770]: Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard),1,0,0
Feb,17,20:57:41,heavyfeather-Extensa-2540,systemd-logind[770]: Watching system buttons on /dev/input/event7 (Acer WMI hotkeys),1,0,0
Feb,17,20:58:13,heavyfeather-Extensa-2540,sddm-helper: pam_unix(sddm-greeter:session): session opened for user sddm(uid=119) by (uid=0),1,0,0
Feb,17,20:58:13,heavyfeather-Extensa-2540,systemd-logind[770]: New session 1 of user sddm.,1,0,0
Feb,17,20:58:13,heavyfeather-Extensa-2540,systemd: pam_unix(systemd-user:session): session opened for user sddm(uid=119) by (uid=0),1,0,0
Feb,17,20:58:42,heavyfeather-Extensa-2540,sddm-helper: pam_kwallet5(sddm:auth): pam_kwallet5: pam_sm_authenticate,1,0,0
Feb,17,20:58:42,heavyfeather-Extensa-2540,sddm-helper: pam_kwallet5(sddm:setcred): pam_kwallet5: pam_sm_setcred,1,0,0
Feb,17,20:58:42,heavyfeather-Extensa-2540,sddm-helper: pam_unix(sddm:session): session opened for user heavyfeather(uid=1000) by (uid=0),1,0,0
Feb,17,20:58:42,heavyfeather-Extensa-2540,systemd-logind[770]: New session 3 of user heavyfeather.,1,0,0
Feb,17,20:58:42,heavyfeather-Extensa-2540,systemd: pam_unix(systemd-user:session): session opened for user heavyfeather(uid=1000) by (uid=0),1,0,0
Feb,17,20:58:44,heavyfeather-Extensa-2540,sddm-helper: pam_kwallet5(sddm:session): pam_kwallet5: pam_sm_open_session,1,0,0
Feb,17,20:58:44,heavyfeather-Extensa-2540,sddm-helper: pam_unix(sddm-greeter:session): session closed for user sddm,1,0,0
Feb,17,20:58:44,heavyfeather-Extensa-2540,systemd-logind[770]: Session 1 logged out. Waiting for processes to exit.,1,0,0
Feb,17,20:58:44,heavyfeather-Extensa-2540,systemd-logind[770]: Removed session 1.,1,0,0
Feb,17,20:58:55,heavyfeather-Extensa-2540,polkitd(authority=local): Registered Authentication Agent for unix-session:3 (system bus name :1.57 [/usr/lib/x86_64-linux-gnu/libexec/polkit-kde-authentication-agent-1]  object path /org/kde/PolicyKit1/AuthenticationAgent  locale ru_RU.UTF-8),1,0,0
Feb,17,21:03:56,heavyfeather-Extensa-2540,PackageKit: uid 1000 is trying to obtain org.freedesktop.packagekit.system-sources-refresh auth (only_trusted:0),0,1,0
Feb,17,21:03:56,heavyfeather-Extensa-2540,PackageKit: uid 1000 obtained auth for org.freedesktop.packagekit.system-sources-refresh,0,1,0
Feb,17,21:17:01,heavyfeather-Extensa-2540,CRON[3918]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,17,21:17:01,heavyfeather-Extensa-2540,CRON[3918]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,17,21:30:01,heavyfeather-Extensa-2540,CRON[4230]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,17,21:30:01,heavyfeather-Extensa-2540,CRON[4230]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,17,22:17:01,heavyfeather-Extensa-2540,CRON[5547]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,17,22:17:01,heavyfeather-Extensa-2540,CRON[5547]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,17,22:30:01,heavyfeather-Extensa-2540,CRON[5938]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,17,22:30:01,heavyfeather-Extensa-2540,CRON[5938]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,17,23:17:01,heavyfeather-Extensa-2540,CRON[7384]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,17,23:17:01,heavyfeather-Extensa-2540,CRON[7384]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,17,23:30:01,heavyfeather-Extensa-2540,CRON[7484]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,17,23:30:02,heavyfeather-Extensa-2540,CRON[7484]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,18,00:17:01,heavyfeather-Extensa-2540,CRON[7935]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,18,00:17:01,heavyfeather-Extensa-2540,CRON[7935]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,18,00:31:30,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,18,01:18:57,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,0,1,0
Feb,18,01:18:58,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,0,1,0
Feb,18,01:20:00,heavyfeather-Extensa-2540,unix_chkpwd[8601]: password check failed for user (heavyfeather),0,1,0
Feb,18,01:20:00,heavyfeather-Extensa-2540,kcheckpass[8599]: pam_unix(kde:auth): authentication failure  logname= uid=1000 euid=1000 tty=:0 ruser= rhost=  user=heavyfeather,0,1,0
Feb,18,01:20:00,heavyfeather-Extensa-2540,kcheckpass[8599]: Authentication failure for heavyfeather (invoked by uid 1000),0,1,0
Feb,18,02:12:57,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,18,12:36:29,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,18,12:36:30,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,18,13:02:41,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,1,0,0
Feb,18,13:58:49,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,18,13:58:50,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,18,13:59:03,heavyfeather-Extensa-2540,CRON[10475]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,18,13:59:04,heavyfeather-Extensa-2540,CRON[10475]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,18,14:17:01,heavyfeather-Extensa-2540,CRON[11048]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,18,14:17:01,heavyfeather-Extensa-2540,CRON[11048]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,18,14:30:01,heavyfeather-Extensa-2540,CRON[11214]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,18,14:30:01,heavyfeather-Extensa-2540,CRON[11214]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,18,15:17:01,heavyfeather-Extensa-2540,CRON[11729]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,18,15:17:01,heavyfeather-Extensa-2540,CRON[11729]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,18,15:30:01,heavyfeather-Extensa-2540,CRON[11842]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,18,15:30:01,heavyfeather-Extensa-2540,CRON[11842]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,18,16:17:01,heavyfeather-Extensa-2540,CRON[13086]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,18,16:17:01,heavyfeather-Extensa-2540,CRON[13086]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,18,16:30:01,heavyfeather-Extensa-2540,CRON[13281]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,18,16:30:01,heavyfeather-Extensa-2540,CRON[13281]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,18,17:17:01,heavyfeather-Extensa-2540,CRON[13699]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,18,17:17:01,heavyfeather-Extensa-2540,CRON[13699]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,18,17:27:41,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,1,0,0
Feb,18,20:42:41,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,18,20:42:42,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,18,20:43:56,heavyfeather-Extensa-2540,systemd-logind[770]: Delay lock is active (UID 1000/heavyfeather  PID 1591/ksmserver) but inhibitor timeout is reached.,1,0,0
Feb,18,20:44:09,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,18,21:17:02,heavyfeather-Extensa-2540,CRON[16802]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,18,21:17:02,heavyfeather-Extensa-2540,CRON[16802]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,18,21:26:07,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,18,21:32:50,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,0,1,0
Feb,18,21:32:51,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,0,1,0
Feb,18,21:33:40,heavyfeather-Extensa-2540,CRON[17540]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,18,21:33:40,heavyfeather-Extensa-2540,CRON[17540]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,18,21:48:28,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,18,22:21:52,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,0,1,0
Feb,18,22:21:53,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,0,1,0
Feb,18,22:30:01,heavyfeather-Extensa-2540,CRON[18940]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,18,22:30:01,heavyfeather-Extensa-2540,CRON[18940]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,18,22:44:43,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,18,22:47:31,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,0,1,0
Feb,18,22:47:32,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,0,1,0
Feb,18,22:47:37,heavyfeather-Extensa-2540,unix_chkpwd[19703]: password check failed for user (heavyfeather),0,1,0
Feb,18,22:47:37,heavyfeather-Extensa-2540,kcheckpass[19701]: pam_unix(kde:auth): authentication failure  logname= uid=1000 euid=1000 tty=:0 ruser= rhost=  user=heavyfeather,0,1,0
Feb,18,22:47:37,heavyfeather-Extensa-2540,kcheckpass[19701]: Authentication failure for heavyfeather (invoked by uid 1000),0,1,0
Feb,18,23:16:01,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,18,23:23:47,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,0,1,0
Feb,18,23:23:48,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,0,1,0
Feb,18,23:30:01,heavyfeather-Extensa-2540,CRON[22059]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,18,23:30:01,heavyfeather-Extensa-2540,CRON[22059]: pam_unix(cron:session): session closed for user root,0,1,0
