month,date,time,user,command,working,non-working,class
Jan,27,14:55:59,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,27,14:56:50,heavyfeather-Extensa-2540,CRON[23042]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,27,14:56:50,heavyfeather-Extensa-2540,CRON[23042]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,27,15:23:30,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,27,15:30:01,heavyfeather-Extensa-2540,CRON[24697]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,27,15:30:01,heavyfeather-Extensa-2540,CRON[24697]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,27,15:34:07,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/3   PWD=/etc/default   USER=root   COMMAND=/usr/bin/chmod +w useradd,1,0,normal
Jan,27,15:34:07,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,15:34:07,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,15:36:21,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/2   PWD=/etc/default   USER=root   COMMAND=/usr/bin/gedit useradd,1,0,normal
Jan,27,15:36:21,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,15:36:33,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,15:36:49,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/2   PWD=/etc/default   USER=root   COMMAND=/usr/bin/gedit useradd,1,0,normal
Jan,27,15:36:49,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,15:36:58,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,15:37:00,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/2   PWD=/etc/default   USER=root   COMMAND=/usr/bin/gedit useradd,1,0,normal
Jan,27,15:37:00,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,15:37:05,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,15:38:21,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/2   PWD=/etc/default   USER=root   COMMAND=/usr/bin/gedit useradd,1,0,normal
Jan,27,15:38:21,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,15:38:29,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,15:41:53,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/1   PWD=/etc/default   USER=root   COMMAND=/usr/sbin/useradd -D,1,0,normal
Jan,27,15:41:53,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,15:41:53,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,15:42:12,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/2   PWD=/home   USER=root   COMMAND=/usr/bin/passwd puser,1,0,normal
Jan,27,15:42:12,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,15:42:12,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,15:42:58,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/2   PWD=/home   USER=root   COMMAND=/usr/sbin/userdel puser,1,0,normal
Jan,27,15:42:58,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,15:42:58,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,15:56:44,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,27,16:00:42,heavyfeather-Extensa-2540,polkitd(authority=local): Operator of unix-session:3 successfully authenticated as unix-user:heavyfeather to gain TEMPORARY authorization for action org.freedesktop.accounts.user-administration for system-bus-name::1.321 [/usr/bin/systemsettings kcm_users] (owned by unix-user:heavyfeather),1,0,normal
Jan,27,16:00:42,heavyfeather-Extensa-2540,accounts-daemon: request by system-bus-name::1.321 [/usr/bin/systemsettings kcm_users pid:25674 uid:1000]: create user 'pusername',1,0,normal
Jan,27,16:00:42,heavyfeather-Extensa-2540,groupadd[25705]: group added to /etc/group: name=pusername  GID=1001,1,0,normal
Jan,27,16:00:42,heavyfeather-Extensa-2540,groupadd[25705]: group added to /etc/gshadow: name=pusername,1,0,normal
Jan,27,16:00:42,heavyfeather-Extensa-2540,groupadd[25705]: new group: name=pusername  GID=1001,1,0,normal
Jan,27,16:00:42,heavyfeather-Extensa-2540,useradd[25711]: new user: name=pusername  UID=1001  GID=1001  home=/home/pusername  shell=/bin/bash  from=none,1,0,normal
Jan,27,16:00:42,heavyfeather-Extensa-2540,useradd[25711]: failed to reset the faillog entry of UID 1001,1,0,normal
Jan,27,16:00:43,heavyfeather-Extensa-2540,chfn[25722]: changed user 'pusername' information,1,0,normal
Jan,27,16:00:43,heavyfeather-Extensa-2540,accounts-daemon: request by system-bus-name::1.321 [/usr/bin/systemsettings kcm_users pid:25674 uid:1000]: set password and hint of user 'pusername' (1001),1,0,normal
Jan,27,16:00:43,heavyfeather-Extensa-2540,usermod[25728]: change user 'pusername' password,1,0,normal
Jan,27,16:02:34,heavyfeather-Extensa-2540,su: (to pusername) heavyfeather on pts/1,1,0,normal
Jan,27,16:02:34,heavyfeather-Extensa-2540,su: pam_unix(su-l:session): session opened for user pusername(uid=1001) by heavyfeather(uid=1000),1,0,normal
Jan,27,16:03:13,heavyfeather-Extensa-2540,su: pam_unix(su-l:auth): authentication failure  logname=heavyfeather uid=1001 euid=0 tty=/dev/pts/1 ruser=pusername rhost=  user=root,1,0,normal
Jan,27,16:03:14,heavyfeather-Extensa-2540,su: FAILED SU (to root) pusername on pts/1,1,0,normal
Jan,27,16:03:24,heavyfeather-Extensa-2540,su: (to heavyfeather) pusername on pts/1,1,0,normal
Jan,27,16:03:24,heavyfeather-Extensa-2540,su: pam_unix(su-l:session): session opened for user heavyfeather(uid=1000) by heavyfeather(uid=1001),1,0,normal
Jan,27,16:03:40,heavyfeather-Extensa-2540,su: (to pusername) heavyfeather on pts/1,1,0,normal
Jan,27,16:03:40,heavyfeather-Extensa-2540,su: pam_unix(su-l:session): session opened for user pusername(uid=1001) by heavyfeather(uid=1000),1,0,normal
Jan,27,16:07:05,heavyfeather-Extensa-2540,su: (to heavyfeather) heavyfeather on pts/2,1,0,normal
Jan,27,16:07:05,heavyfeather-Extensa-2540,su: pam_unix(su-l:session): session opened for user heavyfeather(uid=1000) by heavyfeather(uid=1000),1,0,normal
Jan,27,16:17:01,heavyfeather-Extensa-2540,CRON[27561]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,27,16:17:01,heavyfeather-Extensa-2540,CRON[27561]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,27,16:20:28,heavyfeather-Extensa-2540,su: pam_unix(su-l:session): session closed for user heavyfeather,1,0,normal
Jan,27,16:20:31,heavyfeather-Extensa-2540,su: pam_unix(su-l:session): session closed for user pusername,1,0,normal
Jan,27,16:20:31,heavyfeather-Extensa-2540,su: pam_unix(su-l:session): session closed for user heavyfeather,1,0,normal
Jan,27,16:20:31,heavyfeather-Extensa-2540,su: pam_unix(su-l:session): session closed for user pusername,1,0,normal
Jan,27,16:30:01,heavyfeather-Extensa-2540,CRON[29172]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,27,16:30:01,heavyfeather-Extensa-2540,CRON[29172]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,27,16:39:06,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/1   PWD=/home/heavyfeather/programms/python/Tools   USER=root   COMMAND=/usr/bin/nmap -O 213.183.113.219,1,0,normal
Jan,27,16:39:06,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,16:39:08,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,16:39:49,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/1   PWD=/home/heavyfeather/programms/python/Tools   USER=root   COMMAND=/usr/bin/nmap -sV 213.183.113.219,1,0,normal
Jan,27,16:39:49,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,16:40:39,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,16:41:13,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/1   PWD=/home/heavyfeather/programms/python/Tools   USER=root   COMMAND=/usr/bin/nmap -sP 213.183.113.219,1,0,normal
Jan,27,16:41:13,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,16:41:13,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,16:44:27,heavyfeather-Extensa-2540,sudo: heavyfeather : TTY=pts/1   PWD=/home/heavyfeather/programms/python/Tools   USER=root   COMMAND=/snap/bin/docker ps,1,0,normal
Jan,27,16:44:27,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by heavyfeather(uid=1000),1,0,normal
Jan,27,16:44:28,heavyfeather-Extensa-2540,sudo: pam_unix(sudo:session): session closed for user root,1,0,normal
Jan,27,17:17:01,heavyfeather-Extensa-2540,CRON[31048]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,27,17:17:01,heavyfeather-Extensa-2540,CRON[31048]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,27,17:30:01,heavyfeather-Extensa-2540,CRON[32245]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,27,17:30:01,heavyfeather-Extensa-2540,CRON[32245]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,27,17:52:52,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,1,0,normal
Jan,27,18:45:16,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,1,0,normal
Jan,27,18:45:16,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,27,18:45:17,heavyfeather-Extensa-2540,CRON[33756]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,27,18:45:17,heavyfeather-Extensa-2540,CRON[33756]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,27,19:17:01,heavyfeather-Extensa-2540,CRON[35863]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,27,19:17:01,heavyfeather-Extensa-2540,CRON[35863]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,27,19:24:41,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,1,0,normal
Jan,27,23:39:49,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,0,1,abnormal
Jan,27,23:39:49,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,0,1,abnormal
Jan,28,00:17:01,heavyfeather-Extensa-2540,CRON[37648]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Jan,28,00:17:01,heavyfeather-Extensa-2540,CRON[37648]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Jan,28,13:09:25,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,28,13:17:01,heavyfeather-Extensa-2540,CRON[38123]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,28,13:17:01,heavyfeather-Extensa-2540,CRON[38123]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,28,13:30:01,heavyfeather-Extensa-2540,CRON[38185]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,28,13:30:01,heavyfeather-Extensa-2540,CRON[38185]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,28,20:55:37,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,28,21:30:51,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,0,1,abnormal
Jan,28,22:17:01,heavyfeather-Extensa-2540,CRON[39048]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Jan,28,22:17:01,heavyfeather-Extensa-2540,CRON[39048]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Jan,28,22:30:01,heavyfeather-Extensa-2540,CRON[39132]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Jan,28,22:30:01,heavyfeather-Extensa-2540,CRON[39132]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Jan,28,23:17:01,heavyfeather-Extensa-2540,CRON[39680]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Jan,28,23:17:01,heavyfeather-Extensa-2540,CRON[39680]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Jan,28,23:30:01,heavyfeather-Extensa-2540,CRON[39715]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Jan,28,23:30:01,heavyfeather-Extensa-2540,CRON[39715]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Jan,28,23:57:30,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,0,1,abnormal
Jan,29,00:36:36,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,0,1,abnormal
Jan,29,00:36:37,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,0,1,abnormal
Jan,29,01:17:01,heavyfeather-Extensa-2540,CRON[40408]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Jan,29,01:17:01,heavyfeather-Extensa-2540,CRON[40408]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Jan,29,01:34:55,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,0,1,abnormal
Jan,29,13:39:00,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,1,0,normal
Jan,29,13:39:00,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,29,14:14:26,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,29,14:17:02,heavyfeather-Extensa-2540,CRON[41129]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,29,14:17:02,heavyfeather-Extensa-2540,CRON[41129]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,29,14:30:01,heavyfeather-Extensa-2540,CRON[41239]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,29,14:30:01,heavyfeather-Extensa-2540,CRON[41239]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,29,15:33:50,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,29,15:34:45,heavyfeather-Extensa-2540,CRON[41463]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,29,15:34:45,heavyfeather-Extensa-2540,CRON[41463]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,14:15:56,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,30,14:17:01,heavyfeather-Extensa-2540,CRON[41789]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,14:17:01,heavyfeather-Extensa-2540,CRON[41789]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,14:28:58,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,1,0,normal
Jan,30,14:32:04,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,1,0,normal
Jan,30,14:32:04,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,30,14:33:01,heavyfeather-Extensa-2540,CRON[42898]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,14:33:01,heavyfeather-Extensa-2540,CRON[42898]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,15:17:01,heavyfeather-Extensa-2540,CRON[44016]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,15:17:01,heavyfeather-Extensa-2540,CRON[44016]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,15:30:35,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,30,15:31:25,heavyfeather-Extensa-2540,CRON[44282]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,15:31:25,heavyfeather-Extensa-2540,CRON[44282]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,15:47:39,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,30,16:11:09,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,30,16:17:01,heavyfeather-Extensa-2540,CRON[45507]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,16:17:01,heavyfeather-Extensa-2540,CRON[45507]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,16:30:01,heavyfeather-Extensa-2540,CRON[45884]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,16:30:01,heavyfeather-Extensa-2540,CRON[45884]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,17:17:01,heavyfeather-Extensa-2540,CRON[46491]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,17:17:01,heavyfeather-Extensa-2540,CRON[46491]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,17:30:01,heavyfeather-Extensa-2540,CRON[46589]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,17:30:01,heavyfeather-Extensa-2540,CRON[46589]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,17:45:29,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,1,0,normal
Jan,30,18:40:30,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,1,0,normal
Jan,30,18:40:30,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,30,18:40:56,heavyfeather-Extensa-2540,CRON[47132]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,18:40:56,heavyfeather-Extensa-2540,CRON[47132]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,19:17:01,heavyfeather-Extensa-2540,CRON[47913]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,30,19:17:01,heavyfeather-Extensa-2540,CRON[47913]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,30,19:22:55,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,1,0,normal
Jan,31,01:50:26,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,0,1,abnormal
Jan,31,01:50:26,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,0,1,abnormal
Jan,31,02:17:01,heavyfeather-Extensa-2540,CRON[49480]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Jan,31,02:17:01,heavyfeather-Extensa-2540,CRON[49480]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Jan,31,02:26:16,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,0,1,abnormal
Jan,31,13:34:55,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,1,0,normal
Jan,31,13:34:56,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,31,14:11:08,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,1,0,normal
Jan,31,18:33:20,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,1,0,normal
Jan,31,18:33:20,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,31,18:33:24,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,1,0,normal
Jan,31,18:41:03,heavyfeather-Extensa-2540,systemd-logind[758]: Lid opened.,1,0,normal
Jan,31,18:41:03,heavyfeather-Extensa-2540,systemd-logind[758]: Operation 'sleep' finished.,1,0,normal
Jan,31,19:17:01,heavyfeather-Extensa-2540,CRON[53282]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,normal
Jan,31,19:17:01,heavyfeather-Extensa-2540,CRON[53282]: pam_unix(cron:session): session closed for user root,1,0,normal
Jan,31,19:19:50,heavyfeather-Extensa-2540,systemd-logind[758]: Lid closed.,1,0,normal
Feb,,2,11:32:24,heavyfeather-Extensa-2540 systemd-logind[758]: Lid opened.,0,1,abnormal
Feb,,2,11:32:25,heavyfeather-Extensa-2540 systemd-logind[758]: Operation 'sleep' finished.,0,1,abnormal
Feb,,2,12:17:01,heavyfeather-Extensa-2540 CRON[56062]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Feb,,2,12:17:01,heavyfeather-Extensa-2540 CRON[56062]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Feb,,2,12:30:01,heavyfeather-Extensa-2540 CRON[56634]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Feb,,2,12:30:01,heavyfeather-Extensa-2540 CRON[56634]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Feb,,2,13:17:01,heavyfeather-Extensa-2540 CRON[57790]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Feb,,2,13:17:01,heavyfeather-Extensa-2540 CRON[57790]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Feb,,2,13:30:01,heavyfeather-Extensa-2540 CRON[58913]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Feb,,2,13:30:01,heavyfeather-Extensa-2540 CRON[58913]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Feb,,2,14:17:01,heavyfeather-Extensa-2540 CRON[59872]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,abnormal
Feb,,2,14:17:01,heavyfeather-Extensa-2540 CRON[59872]: pam_unix(cron:session): session closed for user root,0,1,abnormal
Feb,,2,14:38:10,heavyfeather-Extensa-2540 systemd-logind[758]: Operation 'sleep' finished.,0,1,abnormal
